head,relation,tail
location_6335_6697,produces,solar_energy
location_7139_7145,hasSolarPotential,196.0
location_7421_9329,hasSolarPotential,255.0
location_9473_5272,hasSolarPotential,255.0
location_5557_8737,hasSolarPotential,255.0
location_13452_8401,produces,solar_energy
location_8070_6932,hasSolarPotential,255.0
location_478_5569,produces,solar_energy
location_8197_2500,hasSolarPotential,255.0
location_4990_8141,produces,solar_energy
location_10249_8169,produces,solar_energy
location_12525_463,produces,solar_energy
location_12779_5391,produces,solar_energy
location_635_2754,produces,solar_energy
location_12479_8660,produces,solar_energy
location_134_1565,produces,solar_energy
location_10816_5906,hasSolarPotential,227.0
location_13998_7201,hasSolarPotential,255.0
location_14152_2608,produces,solar_energy
location_6077_8121,hasSolarPotential,255.0
location_818_2808,hasSolarPotential,255.0
location_7655_8079,hasSolarPotential,253.0
location_11996_5839,hasSolarPotential,242.0
location_1472_8420,produces,solar_energy
location_3479_6830,produces,solar_energy
location_4112_2965,produces,solar_energy
location_11995_2540,produces,solar_energy
location_10174_7283,produces,solar_energy
location_7430_2937,produces,solar_energy
location_7248_9372,hasSolarPotential,255.0
location_311_3427,produces,solar_energy
location_483_594,produces,solar_energy
location_12898_8795,hasSolarPotential,255.0
location_1907_6454,produces,solar_energy
location_5751_4637,hasSolarPotential,255.0
location_434_7412,hasSolarPotential,255.0
location_13139_8483,hasSolarPotential,255.0
location_12848_8389,hasSolarPotential,255.0
location_3247_194,hasSolarPotential,255.0
location_7862_8859,produces,solar_energy
location_937_2925,produces,solar_energy
location_3057_7396,produces,solar_energy
location_7817_219,hasSolarPotential,255.0
location_2152_8165,produces,solar_energy
location_9811_9339,produces,solar_energy
location_13272_3904,produces,solar_energy
location_12595_8811,produces,solar_energy
location_3970_5383,hasSolarPotential,227.0
location_9022_8473,produces,solar_energy
location_6932_7744,produces,solar_energy
location_12462_6495,hasSolarPotential,255.0
location_7109_5520,hasSolarPotential,255.0
location_9800_8933,produces,solar_energy
location_13491_8388,produces,solar_energy
location_12800_8574,hasSolarPotential,255.0
location_6006_626,produces,solar_energy
location_13085_2825,hasSolarPotential,255.0
location_6748_8037,hasSolarPotential,255.0
location_10900_9028,hasSolarPotential,255.0
location_967_8550,hasSolarPotential,255.0
location_6725_9303,hasSolarPotential,255.0
location_7696_2304,produces,solar_energy
location_13166_8015,produces,solar_energy
location_8134_6980,hasSolarPotential,255.0
location_11589_2343,produces,solar_energy
location_3115_5066,produces,solar_energy
location_257_8887,produces,solar_energy
location_9145_7668,produces,solar_energy
location_4301_8733,produces,solar_energy
location_5769_8366,produces,solar_energy
location_859_4741,hasSolarPotential,255.0
location_11668_8039,hasSolarPotential,255.0
location_9251_3138,hasSolarPotential,255.0
location_9478_7105,produces,solar_energy
location_3042_1823,hasSolarPotential,245.0
location_8506_2438,hasSolarPotential,255.0
location_8656_5905,produces,solar_energy
location_7748_7051,hasSolarPotential,255.0
location_8059_166,hasSolarPotential,255.0
location_8314_3400,hasSolarPotential,255.0
location_7725_715,produces,solar_energy
location_2297_2888,hasSolarPotential,255.0
location_6743_6772,produces,solar_energy
location_11382_82,hasSolarPotential,255.0
location_10183_7718,hasSolarPotential,226.0
location_7311_7320,produces,solar_energy
location_6075_6509,hasSolarPotential,177.0
location_4005_487,produces,solar_energy
location_6673_866,produces,solar_energy
location_9565_8058,hasSolarPotential,242.0
location_4048_5594,produces,solar_energy
location_6909_6788,hasSolarPotential,255.0
location_10160_2759,produces,solar_energy
location_10081_3428,hasSolarPotential,255.0
location_11963_5222,hasSolarPotential,242.0
location_8065_4451,produces,solar_energy
location_7376_3420,produces,solar_energy
location_12961_588,hasSolarPotential,255.0
location_13910_3518,hasSolarPotential,255.0
location_7982_8384,produces,solar_energy
location_4988_7524,hasSolarPotential,255.0
location_9685_9242,produces,solar_energy
location_12022_5168,hasSolarPotential,242.0
location_9786_577,produces,solar_energy
location_1593_1866,hasSolarPotential,255.0
location_12688_4950,hasSolarPotential,255.0
location_7848_5562,produces,solar_energy
location_9076_1500,hasSolarPotential,255.0
location_13470_1199,produces,solar_energy
location_13881_4233,hasSolarPotential,255.0
location_8989_2213,hasSolarPotential,255.0
location_6772_7427,produces,solar_energy
location_4201_2628,hasSolarPotential,255.0
location_4635_1460,hasSolarPotential,255.0
location_6699_4766,hasSolarPotential,255.0
location_7343_2425,hasSolarPotential,255.0
location_9451_5592,produces,solar_energy
location_11683_3301,produces,solar_energy
location_13028_9426,hasSolarPotential,255.0
location_11891_7281,produces,solar_energy
location_11005_7945,produces,solar_energy
location_8187_5344,produces,solar_energy
location_13322_252,produces,solar_energy
location_4068_3890,produces,solar_energy
location_11556_4432,hasSolarPotential,255.0
location_751_7735,hasSolarPotential,255.0
location_7068_4309,hasSolarPotential,255.0
location_5469_9045,produces,solar_energy
location_9386_7689,hasSolarPotential,233.0
location_6249_3478,hasSolarPotential,255.0
location_5666_2856,produces,solar_energy
location_3943_3327,produces,solar_energy
location_3418_3328,hasSolarPotential,255.0
location_13115_2532,produces,solar_energy
location_8736_1196,hasSolarPotential,255.0
location_1810_2033,produces,solar_energy
location_13612_4621,hasSolarPotential,255.0
location_3464_8467,hasSolarPotential,255.0
location_6853_1478,hasSolarPotential,173.0
location_2196_123,hasSolarPotential,255.0
location_2922_1855,hasSolarPotential,245.0
location_6967_8272,hasSolarPotential,255.0
location_8095_3406,hasSolarPotential,255.0
location_6402_7897,produces,solar_energy
location_3588_5032,hasSolarPotential,64.0
location_1942_4741,produces,solar_energy
location_10443_886,produces,solar_energy
location_10919_8849,hasSolarPotential,255.0
location_3900_3611,hasSolarPotential,255.0
location_11404_5537,hasSolarPotential,227.0
location_7762_6109,hasSolarPotential,255.0
location_2190_775,hasSolarPotential,206.0
location_6055_6106,produces,solar_energy
location_6536_4738,produces,solar_energy
location_241_4527,hasSolarPotential,255.0
location_12010_8072,hasSolarPotential,255.0
location_10516_6836,produces,solar_energy
location_12654_8573,produces,solar_energy
location_8498_6286,produces,solar_energy
location_7741_1813,hasSolarPotential,255.0
location_7807_5486,produces,solar_energy
location_8382_3278,hasSolarPotential,255.0
location_7520_3646,produces,solar_energy
location_8370_1830,produces,solar_energy
location_1475_5222,hasSolarPotential,143.0
location_14025_9350,produces,solar_energy
location_519_8098,produces,solar_energy
location_4762_6642,hasSolarPotential,255.0
location_9960_7991,hasSolarPotential,241.0
location_8433_6570,produces,solar_energy
location_3913_3717,produces,solar_energy
location_13771_200,hasSolarPotential,255.0
location_2573_4728,produces,solar_energy
location_2144_876,produces,solar_energy
location_6241_3373,produces,solar_energy
location_13430_6500,produces,solar_energy
location_3008_2514,hasSolarPotential,255.0
location_5028_1450,hasSolarPotential,255.0
location_6519_8848,produces,solar_energy
location_8882_4764,hasSolarPotential,255.0
location_4135_7497,produces,solar_energy
location_5725_1735,hasSolarPotential,255.0
location_9094_8089,produces,solar_energy
location_11249_9229,produces,solar_energy
location_1288_4743,hasSolarPotential,172.0
location_1490_8991,hasSolarPotential,255.0
location_3998_635,produces,solar_energy
location_7131_1498,produces,solar_energy
location_9053_6248,produces,solar_energy
location_1591_4064,hasSolarPotential,221.0
location_9066_6830,produces,solar_energy
location_6372_7333,produces,solar_energy
location_4741_7366,hasSolarPotential,255.0
location_2848_4396,produces,solar_energy
location_973_5288,hasSolarPotential,215.0
location_11077_7017,produces,solar_energy
location_7470_6390,hasSolarPotential,255.0
location_9505_1331,produces,solar_energy
location_12151_1824,produces,solar_energy
location_14095_3423,produces,solar_energy
location_686_6767,produces,solar_energy
location_11920_9335,produces,solar_energy
location_5975_2081,hasSolarPotential,255.0
location_9986_110,produces,solar_energy
location_4416_5207,produces,solar_energy
location_3275_6491,hasSolarPotential,255.0
location_6806_8702,hasSolarPotential,255.0
location_9404_2275,produces,solar_energy
location_11084_8100,hasSolarPotential,138.0
location_6539_368,produces,solar_energy
location_6662_8411,produces,solar_energy
location_10740_762,hasSolarPotential,255.0
location_5475_7209,produces,solar_energy
location_12386_2082,produces,solar_energy
location_11586_8621,produces,solar_energy
location_3404_2020,produces,solar_energy
location_13655_6,produces,solar_energy
location_13042_8865,produces,solar_energy
location_11036_547,hasSolarPotential,154.0
location_12551_4195,produces,solar_energy
location_3148_117,hasSolarPotential,255.0
location_284_8115,produces,solar_energy
location_11500_1180,hasSolarPotential,255.0
location_7831_5828,produces,solar_energy
location_4036_3079,produces,solar_energy
location_3480_3349,hasSolarPotential,255.0
location_889_5542,produces,solar_energy
location_7812_2773,produces,solar_energy
location_1383_8935,hasSolarPotential,255.0
location_4279_6660,produces,solar_energy
location_4628_7470,produces,solar_energy
location_5724_6793,hasSolarPotential,255.0
location_2794_7165,produces,solar_energy
location_2277_6058,hasSolarPotential,215.0
location_7936_1109,hasSolarPotential,255.0
location_5520_8973,produces,solar_energy
location_9691_9230,produces,solar_energy
location_7175_6117,hasSolarPotential,255.0
location_1864_1566,hasSolarPotential,255.0
location_2703_2845,hasSolarPotential,255.0
location_1465_4417,hasSolarPotential,201.0
location_10929_4520,hasSolarPotential,255.0
location_8987_8600,hasSolarPotential,253.0
location_6394_8934,produces,solar_energy
location_352_2946,hasSolarPotential,255.0
location_1057_5016,produces,solar_energy
location_7557_2969,hasSolarPotential,255.0
location_8394_9301,hasSolarPotential,255.0
location_3791_4203,hasSolarPotential,255.0
location_579_4042,produces,solar_energy
location_7812_3843,produces,solar_energy
location_13071_3346,produces,solar_energy
location_8701_9443,produces,solar_energy
location_8256_1942,hasSolarPotential,255.0
location_2428_1549,produces,solar_energy
location_13789_1398,hasSolarPotential,255.0
location_9945_545,hasSolarPotential,255.0
location_12694_7117,produces,solar_energy
location_9192_4426,hasSolarPotential,255.0
location_8450_4610,hasSolarPotential,255.0
location_6847_7056,hasSolarPotential,255.0
location_4813_8605,produces,solar_energy
location_3535_8852,produces,solar_energy
location_6595_8174,produces,solar_energy
location_7172_2578,produces,solar_energy
location_13431_5201,produces,solar_energy
location_13299_1422,produces,solar_energy
location_3698_8138,hasSolarPotential,255.0
location_1703_993,produces,solar_energy
location_6021_7914,produces,solar_energy
location_310_5923,hasSolarPotential,255.0
location_5640_535,produces,solar_energy
location_6779_5054,hasSolarPotential,255.0
location_5601_4532,produces,solar_energy
location_11317_317,produces,solar_energy
location_12131_3536,hasSolarPotential,255.0
location_10109_1249,hasSolarPotential,255.0
location_9785_76,produces,solar_energy
location_13626_3787,hasSolarPotential,255.0
location_12233_18,hasSolarPotential,255.0
location_3528_3256,produces,solar_energy
location_11808_3955,produces,solar_energy
location_6894_3457,produces,solar_energy
location_9947_8712,produces,solar_energy
location_7702_7398,produces,solar_energy
location_861_3249,hasSolarPotential,255.0
location_3982_1262,produces,solar_energy
location_11580_8425,hasSolarPotential,255.0
location_1501_143,produces,solar_energy
location_7147_6318,hasSolarPotential,255.0
location_8458_6666,produces,solar_energy
location_11172_3591,hasSolarPotential,255.0
location_13976_7490,hasSolarPotential,255.0
location_9055_1949,hasSolarPotential,255.0
location_14049_2300,produces,solar_energy
location_3745_9364,produces,solar_energy
location_64_392,produces,solar_energy
location_6086_9209,hasSolarPotential,255.0
location_3809_2381,produces,solar_energy
location_5108_5181,produces,solar_energy
location_7_3985,hasSolarPotential,255.0
location_11521_738,produces,solar_energy
location_8884_1647,hasSolarPotential,255.0
location_3061_787,produces,solar_energy
location_5297_8282,produces,solar_energy
location_11967_5731,produces,solar_energy
location_624_8272,produces,solar_energy
location_5942_1887,hasSolarPotential,255.0
location_2203_5483,hasSolarPotential,215.0
location_6781_452,hasSolarPotential,255.0
location_7421_6529,produces,solar_energy
location_411_1281,hasSolarPotential,255.0
location_12348_1178,hasSolarPotential,255.0
location_1279_8381,produces,solar_energy
location_9921_8492,hasSolarPotential,215.0
location_3188_7336,hasSolarPotential,255.0
location_56_9107,produces,solar_energy
location_11903_5166,produces,solar_energy
location_1688_7900,produces,solar_energy
location_11607_8750,produces,solar_energy
location_14102_5240,produces,solar_energy
location_14136_4585,hasSolarPotential,255.0
location_12950_8491,produces,solar_energy
location_12464_8936,hasSolarPotential,255.0
location_6459_7973,produces,solar_energy
location_11688_4772,produces,solar_energy
location_11300_2877,produces,solar_energy
location_14122_6393,hasSolarPotential,255.0
location_9616_154,hasSolarPotential,255.0
location_12847_1817,produces,solar_energy
location_3399_2781,hasSolarPotential,255.0
